title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
hurdy gurdy man - single version,Donovan,spotify:track:5cbLaQVllEmbtcsyhFZ3NI,0.408,0.691,0,-9.598,1,0.0678,0.00343,0.00665,0.184,0.533,81.199,audio_features,5cbLaQVllEmbtcsyhFZ3NI,https://api.spotify.com/v1/tracks/5cbLaQVllEmbtcsyhFZ3NI,https://api.spotify.com/v1/audio-analysis/5cbLaQVllEmbtcsyhFZ3NI,198693,4
time is tight,Booker T. & the M.G.'s,spotify:track:2Bfk3vFoMmbAUqpJbA3N06,0.778,0.524,9,-11.775,0,0.0424,0.0808,0.9,0.108,0.96,134.561,audio_features,2Bfk3vFoMmbAUqpJbA3N06,https://api.spotify.com/v1/tracks/2Bfk3vFoMmbAUqpJbA3N06,https://api.spotify.com/v1/audio-analysis/2Bfk3vFoMmbAUqpJbA3N06,194920,4
the game of love,Wayne Fontana & The Mindbenders,spotify:track:3Yadzoo44GaOk1jUoyZVmA,0.582,0.82,9,-4.968,1,0.0319,0.144,0.0,0.438,0.97,109.031,audio_features,3Yadzoo44GaOk1jUoyZVmA,https://api.spotify.com/v1/tracks/3Yadzoo44GaOk1jUoyZVmA,https://api.spotify.com/v1/audio-analysis/3Yadzoo44GaOk1jUoyZVmA,126040,4
reason to believe,Tim Hardin,spotify:track:0xGgv9u5VuAmFUUmWg3vbl,0.649,0.238,0,-16.858,1,0.0371,0.425,0.0,0.126,0.711,82.17,audio_features,0xGgv9u5VuAmFUUmWg3vbl,https://api.spotify.com/v1/tracks/0xGgv9u5VuAmFUUmWg3vbl,https://api.spotify.com/v1/audio-analysis/0xGgv9u5VuAmFUUmWg3vbl,119667,3
all i really want to do - single version,The Byrds,spotify:track:5vUJHpSLcrukktw4HFE4D8,0.452,0.55,9,-8.44,1,0.0327,0.103,0.0,0.0934,0.814,123.464,audio_features,5vUJHpSLcrukktw4HFE4D8,https://api.spotify.com/v1/tracks/5vUJHpSLcrukktw4HFE4D8,https://api.spotify.com/v1/audio-analysis/5vUJHpSLcrukktw4HFE4D8,123453,4
mr. spaceman,The Byrds,spotify:track:7dKsHFGCNgoXYIMLenUvA5,0.628,0.65,7,-8.587,1,0.043,0.272,0.0,0.269,0.851,106.687,audio_features,7dKsHFGCNgoXYIMLenUvA5,https://api.spotify.com/v1/tracks/7dKsHFGCNgoXYIMLenUvA5,https://api.spotify.com/v1/audio-analysis/7dKsHFGCNgoXYIMLenUvA5,129747,4
if you let me stay,Sananda Maitreya,spotify:track:7fPSzZmr3N0hO50JgVIFk4,0.636,0.767,6,-12.995,1,0.0394,0.198,0.0,0.205,0.883,99.144,audio_features,7fPSzZmr3N0hO50JgVIFk4,https://api.spotify.com/v1/tracks/7fPSzZmr3N0hO50JgVIFk4,https://api.spotify.com/v1/audio-analysis/7fPSzZmr3N0hO50JgVIFk4,193933,4
"maniac - from ""flashdance"" soundtrack",Michael Sembello,spotify:track:7mWpT3gVPMX9CVntR4yYZC,0.644,0.654,3,-7.977,0,0.0446,0.0141,1.18e-06,0.0492,0.789,157.724,audio_features,7mWpT3gVPMX9CVntR4yYZC,https://api.spotify.com/v1/tracks/7mWpT3gVPMX9CVntR4yYZC,https://api.spotify.com/v1/audio-analysis/7mWpT3gVPMX9CVntR4yYZC,247440,4
house upon the hill,Miss Montreal,spotify:track:4WiYxxMqyip7HFOvONpRMH,0.589,0.287,0,-16.038,1,0.0372,0.843,1.58e-06,0.125,0.661,166.143,audio_features,4WiYxxMqyip7HFOvONpRMH,https://api.spotify.com/v1/tracks/4WiYxxMqyip7HFOvONpRMH,https://api.spotify.com/v1/audio-analysis/4WiYxxMqyip7HFOvONpRMH,188861,4
just a flirt - radio edit,Miss Montreal,spotify:track:4Xie5LsCfAHU6aQHWfDNf7,0.562,0.911,7,-3.646,1,0.0547,0.154,3.34e-06,0.314,0.712,145.952,audio_features,4Xie5LsCfAHU6aQHWfDNf7,https://api.spotify.com/v1/tracks/4Xie5LsCfAHU6aQHWfDNf7,https://api.spotify.com/v1/audio-analysis/4Xie5LsCfAHU6aQHWfDNf7,206333,4
father & friend,Alain Clark,spotify:track:0FaioBWYAEsxcr4lsUylqX,0.658,0.611,10,-8.906,1,0.0271,0.52,0.0,0.0631,0.632,97.907,audio_features,0FaioBWYAEsxcr4lsUylqX,https://api.spotify.com/v1/tracks/0FaioBWYAEsxcr4lsUylqX,https://api.spotify.com/v1/audio-analysis/0FaioBWYAEsxcr4lsUylqX,256200,4
say something (feat. chris stapleton),Justin Timberlake,spotify:track:1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,audio_features,1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,278893,4
in your arms,Chef'Special,spotify:track:5xi0JHnaAcXNBRX0XBHZyw,0.666,0.403,5,-13.067,1,0.0553,0.488,0.0,0.105,0.355,92.894,audio_features,5xi0JHnaAcXNBRX0XBHZyw,https://api.spotify.com/v1/tracks/5xi0JHnaAcXNBRX0XBHZyw,https://api.spotify.com/v1/audio-analysis/5xi0JHnaAcXNBRX0XBHZyw,216387,4
lightning crashes,Live,spotify:track:6T5336skSQcrnaTm8JE2mT,0.382,0.371,11,-11.053,1,0.0415,0.07,0.0,0.143,0.388,91.868,audio_features,6T5336skSQcrnaTm8JE2mT,https://api.spotify.com/v1/tracks/6T5336skSQcrnaTm8JE2mT,https://api.spotify.com/v1/audio-analysis/6T5336skSQcrnaTm8JE2mT,323667,4
take me to church,Hozier,spotify:track:1eqlC8w4YECwwvUi6YKypI,0.488,0.428,4,-9.68,0,0.0604,0.182,0.0,0.163,0.237,128.19,audio_features,1eqlC8w4YECwwvUi6YKypI,https://api.spotify.com/v1/tracks/1eqlC8w4YECwwvUi6YKypI,https://api.spotify.com/v1/audio-analysis/1eqlC8w4YECwwvUi6YKypI,244733,3
pompeii,Bastille,spotify:track:1gaaS4yDzCUoNrnVa676TE,0.679,0.686,9,-7.319,1,0.0416,0.11,0.0,0.272,0.59,127.411,audio_features,1gaaS4yDzCUoNrnVa676TE,https://api.spotify.com/v1/tracks/1gaaS4yDzCUoNrnVa676TE,https://api.spotify.com/v1/audio-analysis/1gaaS4yDzCUoNrnVa676TE,215587,4
no one knows,Queens of the Stone Age,spotify:track:62CLTmgtbCMizSinPVjNHS,0.5,0.47,0,-8.504,1,0.0434,0.000666,3.4e-06,0.0511,0.681,170.867,audio_features,62CLTmgtbCMizSinPVjNHS,https://api.spotify.com/v1/tracks/62CLTmgtbCMizSinPVjNHS,https://api.spotify.com/v1/audio-analysis/62CLTmgtbCMizSinPVjNHS,256067,4
radioactive,Imagine Dragons,spotify:track:1fUfLzfus2GZyzQEfY7SKM,0.458,0.659,9,-7.821,1,0.0512,0.0312,1.38e-06,0.208,0.233,136.388,audio_features,1fUfLzfus2GZyzQEfY7SKM,https://api.spotify.com/v1/tracks/1fUfLzfus2GZyzQEfY7SKM,https://api.spotify.com/v1/audio-analysis/1fUfLzfus2GZyzQEfY7SKM,188840,4
diamant,Nielson,spotify:track:4HhrZw9mMJQORCNUzZoX8J,0.626,0.66,7,-6.065,0,0.0737,0.256,0.0,0.107,0.544,95.998,audio_features,4HhrZw9mMJQORCNUzZoX8J,https://api.spotify.com/v1/tracks/4HhrZw9mMJQORCNUzZoX8J,https://api.spotify.com/v1/audio-analysis/4HhrZw9mMJQORCNUzZoX8J,185685,4
drunk in love (feat. jay-z),Beyoncé,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,audio_features,6jG2YzhxptolDzLHTGLt7S,https://api.spotify.com/v1/tracks/6jG2YzhxptolDzLHTGLt7S,https://api.spotify.com/v1/audio-analysis/6jG2YzhxptolDzLHTGLt7S,323480,4
broken strings,Nelly Furtado,spotify:track:7LHsRtiBsoAkLXhSqZDNm4,0.567,0.719,1,-4.916,1,0.0302,0.0109,0.0,0.0793,0.341,111.865,audio_features,7LHsRtiBsoAkLXhSqZDNm4,https://api.spotify.com/v1/tracks/7LHsRtiBsoAkLXhSqZDNm4,https://api.spotify.com/v1/audio-analysis/7LHsRtiBsoAkLXhSqZDNm4,250653,4
the rubberband man,The Spinners,spotify:track:13Mzsb8VzRSZ5w3pM48cn6,0.801,0.446,10,-14.605,1,0.0735,0.74,0.038,0.0832,0.925,97.898,audio_features,13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/tracks/13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/audio-analysis/13Mzsb8VzRSZ5w3pM48cn6,213000,4
cupid / i've loved you for a long time,The Spinners,spotify:track:25XgIuhG2Jij6ZuuIMlG2B,0.783,0.669,9,-9.438,1,0.043,0.355,0.0,0.0826,0.871,122.772,audio_features,25XgIuhG2Jij6ZuuIMlG2B,https://api.spotify.com/v1/tracks/25XgIuhG2Jij6ZuuIMlG2B,https://api.spotify.com/v1/audio-analysis/25XgIuhG2Jij6ZuuIMlG2B,236693,4
you make me feel brand new,The Stylistics,spotify:track:3QgsPdDBXZKrpa2iQndFnZ,0.454,0.336,7,-9.219,1,0.0243,0.849,2.6e-05,0.102,0.203,75.589,audio_features,3QgsPdDBXZKrpa2iQndFnZ,https://api.spotify.com/v1/tracks/3QgsPdDBXZKrpa2iQndFnZ,https://api.spotify.com/v1/audio-analysis/3QgsPdDBXZKrpa2iQndFnZ,330187,4
can't give you anything (but my love),The Stylistics,spotify:track:33xIeSqQxpYpikvxw1ooei,0.5,0.831,7,-6.353,0,0.0803,0.678,0.000131,0.468,0.559,113.039,audio_features,33xIeSqQxpYpikvxw1ooei,https://api.spotify.com/v1/tracks/33xIeSqQxpYpikvxw1ooei,https://api.spotify.com/v1/audio-analysis/33xIeSqQxpYpikvxw1ooei,191680,4
never too much,Luther Vandross,spotify:track:3nFJbZCHP4d9vduKjJLdBL,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,audio_features,3nFJbZCHP4d9vduKjJLdBL,https://api.spotify.com/v1/tracks/3nFJbZCHP4d9vduKjJLdBL,https://api.spotify.com/v1/audio-analysis/3nFJbZCHP4d9vduKjJLdBL,230467,4
"she's a bad mama jama (she's built, she's stacked) - single version",Carl Carlton,spotify:track:7KEguG3CDoestm50v6XET5,0.879,0.581,0,-6.078,1,0.0723,0.117,0.0,0.0435,0.629,114.226,audio_features,7KEguG3CDoestm50v6XET5,https://api.spotify.com/v1/tracks/7KEguG3CDoestm50v6XET5,https://api.spotify.com/v1/audio-analysis/7KEguG3CDoestm50v6XET5,234707,4
waterfalls,TLC,spotify:track:6qspW4YKycviDFjHBOaqUY,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507,4
escapade,Janet Jackson,spotify:track:5afu04r4VODblFKtMEJBsU,0.775,0.965,1,-4.742,1,0.049,0.0025,0.0023,0.0785,0.739,115.224,audio_features,5afu04r4VODblFKtMEJBsU,https://api.spotify.com/v1/tracks/5afu04r4VODblFKtMEJBsU,https://api.spotify.com/v1/audio-analysis/5afu04r4VODblFKtMEJBsU,285760,4
doesn't really matter,Janet Jackson,spotify:track:0fJAcQZyy0C2qyt0LluAWp,0.727,0.896,5,-3.522,0,0.0473,0.171,0.00748,0.183,0.508,99.381,audio_features,0fJAcQZyy0C2qyt0LluAWp,https://api.spotify.com/v1/tracks/0fJAcQZyy0C2qyt0LluAWp,https://api.spotify.com/v1/audio-analysis/0fJAcQZyy0C2qyt0LluAWp,296733,4
rhythm nation - extended version,Janet Jackson,spotify:track:4bttfJUA0yrpu75qgr6ebU,0.613,0.968,9,-4.955,1,0.0882,0.00749,0.0905,0.531,0.538,109.055,audio_features,4bttfJUA0yrpu75qgr6ebU,https://api.spotify.com/v1/tracks/4bttfJUA0yrpu75qgr6ebU,https://api.spotify.com/v1/audio-analysis/4bttfJUA0yrpu75qgr6ebU,358333,4
control,Janet Jackson,spotify:track:17xdHtNm87n3oOLNa4jxCQ,0.783,0.755,11,-13.341,1,0.0495,0.259,0.243,0.119,0.613,120.397,audio_features,17xdHtNm87n3oOLNa4jxCQ,https://api.spotify.com/v1/tracks/17xdHtNm87n3oOLNa4jxCQ,https://api.spotify.com/v1/audio-analysis/17xdHtNm87n3oOLNa4jxCQ,355773,4
take time to know her,Percy Sledge,spotify:track:5UgzlDrLBJj9qIjSXdU0Yj,0.321,0.337,2,-12.825,1,0.0427,0.698,0.00116,0.0721,0.371,155.279,audio_features,5UgzlDrLBJj9qIjSXdU0Yj,https://api.spotify.com/v1/tracks/5UgzlDrLBJj9qIjSXdU0Yj,https://api.spotify.com/v1/audio-analysis/5UgzlDrLBJj9qIjSXdU0Yj,185107,3
i'm gonna tear your playhouse down,Paul Young,spotify:track:4TjAc8Y2nS8wj9ytiMt8TW,0.649,0.944,0,-3.715,0,0.0729,0.175,0.0252,0.682,0.764,112.308,audio_features,4TjAc8Y2nS8wj9ytiMt8TW,https://api.spotify.com/v1/tracks/4TjAc8Y2nS8wj9ytiMt8TW,https://api.spotify.com/v1/audio-analysis/4TjAc8Y2nS8wj9ytiMt8TW,286013,4
wonderland,Paul Young,spotify:track:7KfR7BIGR8NPEZydqUd5bW,0.541,0.495,10,-12.485,1,0.034,0.541,7.03e-05,0.0509,0.55,101.891,audio_features,7KfR7BIGR8NPEZydqUd5bW,https://api.spotify.com/v1/tracks/7KfR7BIGR8NPEZydqUd5bW,https://api.spotify.com/v1/audio-analysis/7KfR7BIGR8NPEZydqUd5bW,301867,4
roller coaster,Danny Vera,spotify:track:7rO7Pc5dkC2EIW1OKsCJtQ,0.4,0.383,9,-10.048,1,0.0279,0.51,0.00763,0.121,0.285,96.944,audio_features,7rO7Pc5dkC2EIW1OKsCJtQ,https://api.spotify.com/v1/tracks/7rO7Pc5dkC2EIW1OKsCJtQ,https://api.spotify.com/v1/audio-analysis/7rO7Pc5dkC2EIW1OKsCJtQ,269986,4
lola montez,Volbeat,spotify:track:34rCwPVIy1OZKfIbXC9KmN,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,audio_features,34rCwPVIy1OZKfIbXC9KmN,https://api.spotify.com/v1/tracks/34rCwPVIy1OZKfIbXC9KmN,https://api.spotify.com/v1/audio-analysis/34rCwPVIy1OZKfIbXC9KmN,267680,4
supergirl,Reamonn,spotify:track:3FhNJaCNypOAnZccdYGAWN,0.662,0.515,6,-9.501,0,0.0296,0.136,0.011,0.0925,0.376,116.24,audio_features,3FhNJaCNypOAnZccdYGAWN,https://api.spotify.com/v1/tracks/3FhNJaCNypOAnZccdYGAWN,https://api.spotify.com/v1/audio-analysis/3FhNJaCNypOAnZccdYGAWN,246067,4
you don't know,Milow,spotify:track:6tuiVu3EhyiUGNCyWO0qET,0.553,0.576,4,-7.345,1,0.085,0.597,4.7e-06,0.134,0.654,175.784,audio_features,6tuiVu3EhyiUGNCyWO0qET,https://api.spotify.com/v1/tracks/6tuiVu3EhyiUGNCyWO0qET,https://api.spotify.com/v1/audio-analysis/6tuiVu3EhyiUGNCyWO0qET,167253,4
lucille,Kenny Rogers,spotify:track:4ps8KBHHImf7LSHn1E0sm3,0.651,0.4,5,-10.546,1,0.0314,0.559,0.0,0.129,0.42,142.229,audio_features,4ps8KBHHImf7LSHn1E0sm3,https://api.spotify.com/v1/tracks/4ps8KBHHImf7LSHn1E0sm3,https://api.spotify.com/v1/audio-analysis/4ps8KBHHImf7LSHn1E0sm3,221160,3
"adult education - 7"" remix",Daryl Hall & John Oates,spotify:track:5MahDX71j63bUeNnNeTVlB,0.663,0.762,9,-9.387,0,0.0526,0.00398,0.000314,0.346,0.885,91.108,audio_features,5MahDX71j63bUeNnNeTVlB,https://api.spotify.com/v1/tracks/5MahDX71j63bUeNnNeTVlB,https://api.spotify.com/v1/audio-analysis/5MahDX71j63bUeNnNeTVlB,234600,4
i can't go for that (no can do),Daryl Hall & John Oates,spotify:track:43pcVvI85q7F0V8lkGkiao,0.875,0.362,5,-10.083,0,0.0465,0.0116,1.72e-05,0.0761,0.961,110.675,audio_features,43pcVvI85q7F0V8lkGkiao,https://api.spotify.com/v1/tracks/43pcVvI85q7F0V8lkGkiao,https://api.spotify.com/v1/audio-analysis/43pcVvI85q7F0V8lkGkiao,308933,4
kiss on my list,Daryl Hall & John Oates,spotify:track:1P1C76UO9G8THNjpvARHbZ,0.75,0.718,0,-7.857,1,0.0351,0.0463,0.0451,0.0679,0.942,121.716,audio_features,1P1C76UO9G8THNjpvARHbZ,https://api.spotify.com/v1/tracks/1P1C76UO9G8THNjpvARHbZ,https://api.spotify.com/v1/audio-analysis/1P1C76UO9G8THNjpvARHbZ,261920,4
out of touch - single version,Daryl Hall & John Oates,spotify:track:5PhAN5kGgRakc4UdGy4BY7,0.799,0.731,9,-8.259,0,0.0344,0.0153,0.000244,0.0662,0.909,114.829,audio_features,5PhAN5kGgRakc4UdGy4BY7,https://api.spotify.com/v1/tracks/5PhAN5kGgRakc4UdGy4BY7,https://api.spotify.com/v1/audio-analysis/5PhAN5kGgRakc4UdGy4BY7,247413,4
dreamtime,Daryl Hall,spotify:track:7kZZ2Hmkg1zfwrQLsmypNE,0.617,0.773,7,-10.03,1,0.0323,0.0333,1.46e-06,0.0994,0.794,121.675,audio_features,7kZZ2Hmkg1zfwrQLsmypNE,https://api.spotify.com/v1/tracks/7kZZ2Hmkg1zfwrQLsmypNE,https://api.spotify.com/v1/audio-analysis/7kZZ2Hmkg1zfwrQLsmypNE,285093,4
wild horses,Gino Vannelli,spotify:track:1dm00I58PW9kfpQ7su2opJ,0.534,0.875,1,-5.637,1,0.0407,0.214,0.000184,0.0516,0.727,168.95,audio_features,1dm00I58PW9kfpQ7su2opJ,https://api.spotify.com/v1/tracks/1dm00I58PW9kfpQ7su2opJ,https://api.spotify.com/v1/audio-analysis/1dm00I58PW9kfpQ7su2opJ,356023,4
"danger zone - from ""top gun"" original soundtrack",Kenny Loggins,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,audio_features,34x6hEJgGAOQvmlMql5Ige,https://api.spotify.com/v1/tracks/34x6hEJgGAOQvmlMql5Ige,https://api.spotify.com/v1/audio-analysis/34x6hEJgGAOQvmlMql5Ige,215133,4
footloose,Kenny Loggins,spotify:track:6W2VbtvMrDXm5vYeB7amkO,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,audio_features,6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707,4
working for the weekend,Loverboy,spotify:track:35k31HZI4z9PbBOioaI4dZ,0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,audio_features,35k31HZI4z9PbBOioaI4dZ,https://api.spotify.com/v1/tracks/35k31HZI4z9PbBOioaI4dZ,https://api.spotify.com/v1/audio-analysis/35k31HZI4z9PbBOioaI4dZ,221000,4
turn me loose,Loverboy,spotify:track:2Z81PDDYNMTxZKiU2XIuFx,0.588,0.641,5,-12.205,1,0.0312,0.0841,0.000663,0.303,0.548,119.374,audio_features,2Z81PDDYNMTxZKiU2XIuFx,https://api.spotify.com/v1/tracks/2Z81PDDYNMTxZKiU2XIuFx,https://api.spotify.com/v1/audio-analysis/2Z81PDDYNMTxZKiU2XIuFx,337933,4
i miss you (re-recorded / remastered),Klymaxx,spotify:track:6ZZbYZpLypWJ7fxvohLCjE,0.706,0.338,5,-11.237,1,0.0314,0.101,0.000369,0.222,0.321,139.418,audio_features,6ZZbYZpLypWJ7fxvohLCjE,https://api.spotify.com/v1/tracks/6ZZbYZpLypWJ7fxvohLCjE,https://api.spotify.com/v1/audio-analysis/6ZZbYZpLypWJ7fxvohLCjE,337381,4
secret lovers,Atlantic Starr,spotify:track:4xwllvf4zL43zIj8K7H6zd,0.541,0.356,0,-16.094,1,0.0418,0.598,1.27e-06,0.245,0.5,79.995,audio_features,4xwllvf4zL43zIj8K7H6zd,https://api.spotify.com/v1/tracks/4xwllvf4zL43zIj8K7H6zd,https://api.spotify.com/v1/audio-analysis/4xwllvf4zL43zIj8K7H6zd,330093,4
these dreams,Heart,spotify:track:22wWxHGHRH8gZXNDXRgSqY,0.535,0.532,11,-9.865,1,0.0291,0.508,0.0,0.0868,0.3,79.106,audio_features,22wWxHGHRH8gZXNDXRgSqY,https://api.spotify.com/v1/tracks/22wWxHGHRH8gZXNDXRgSqY,https://api.spotify.com/v1/audio-analysis/22wWxHGHRH8gZXNDXRgSqY,254476,4
magic man,Heart,spotify:track:4LgD5aRn7gc8uTQT5NKArX,0.431,0.42,7,-13.894,0,0.0352,0.0193,0.00148,0.815,0.733,103.664,audio_features,4LgD5aRn7gc8uTQT5NKArX,https://api.spotify.com/v1/tracks/4LgD5aRn7gc8uTQT5NKArX,https://api.spotify.com/v1/audio-analysis/4LgD5aRn7gc8uTQT5NKArX,327533,4
don't let him go,REO Speedwagon,spotify:track:3PgoYpmWiQWCXyFA5Fb9rO,0.509,0.949,7,-6.713,1,0.0558,0.195,0.0094,0.131,0.709,105.576,audio_features,3PgoYpmWiQWCXyFA5Fb9rO,https://api.spotify.com/v1/tracks/3PgoYpmWiQWCXyFA5Fb9rO,https://api.spotify.com/v1/audio-analysis/3PgoYpmWiQWCXyFA5Fb9rO,225640,4
my love,Julio Iglesias,spotify:track:1CbaKLSQu5BSrpdMh84SBx,0.491,0.405,6,-12.947,1,0.0299,0.336,1.5e-06,0.0331,0.287,128.413,audio_features,1CbaKLSQu5BSrpdMh84SBx,https://api.spotify.com/v1/tracks/1CbaKLSQu5BSrpdMh84SBx,https://api.spotify.com/v1/audio-analysis/1CbaKLSQu5BSrpdMh84SBx,340760,4
all of you (feat. diana ross),Julio Iglesias,spotify:track:6x1FtRaGBGXbRHcJh3rvYc,0.476,0.587,10,-8.518,0,0.0289,0.35,0.0,0.406,0.518,85.913,audio_features,6x1FtRaGBGXbRHcJh3rvYc,https://api.spotify.com/v1/tracks/6x1FtRaGBGXbRHcJh3rvYc,https://api.spotify.com/v1/audio-analysis/6x1FtRaGBGXbRHcJh3rvYc,237493,4
love child,Diana Ross & The Supremes,spotify:track:1JguzruTnY4PrbWu7BKD38,0.56,0.724,9,-7.41,0,0.0306,0.518,4.23e-05,0.308,0.636,104.705,audio_features,1JguzruTnY4PrbWu7BKD38,https://api.spotify.com/v1/tracks/1JguzruTnY4PrbWu7BKD38,https://api.spotify.com/v1/audio-analysis/1JguzruTnY4PrbWu7BKD38,175707,4
muscles,Diana Ross,spotify:track:4x51i2L1yIe7rO3oWjCJkB,0.704,0.291,7,-16.826,0,0.0608,0.269,0.00036,0.3,0.3,82.326,audio_features,4x51i2L1yIe7rO3oWjCJkB,https://api.spotify.com/v1/tracks/4x51i2L1yIe7rO3oWjCJkB,https://api.spotify.com/v1/audio-analysis/4x51i2L1yIe7rO3oWjCJkB,280827,4
touch by touch,Diana Ross,spotify:track:6X1FAc3gi08uqhQfvdDRSF,0.679,0.618,6,-12.436,1,0.0394,0.075,0.000134,0.0547,0.941,116.716,audio_features,6X1FAc3gi08uqhQfvdDRSF,https://api.spotify.com/v1/tracks/6X1FAc3gi08uqhQfvdDRSF,https://api.spotify.com/v1/audio-analysis/6X1FAc3gi08uqhQfvdDRSF,253427,4
this is it,Michael Jackson,spotify:track:5XaOvJcyNBNXRohL3eB9dL,0.636,0.648,10,-5.716,1,0.033,0.604,0.000148,0.072,0.56,96.883,audio_features,5XaOvJcyNBNXRohL3eB9dL,https://api.spotify.com/v1/tracks/5XaOvJcyNBNXRohL3eB9dL,https://api.spotify.com/v1/audio-analysis/5XaOvJcyNBNXRohL3eB9dL,216787,4
get it,Stevie Wonder,spotify:track:4bEaRFFhrx3bkE6X3RyHNq,0.756,0.572,11,-15.75,0,0.0373,0.0325,0.283,0.106,0.929,117.994,audio_features,4bEaRFFhrx3bkE6X3RyHNq,https://api.spotify.com/v1/tracks/4bEaRFFhrx3bkE6X3RyHNq,https://api.spotify.com/v1/audio-analysis/4bEaRFFhrx3bkE6X3RyHNq,272600,4
music and me,Michael Jackson,spotify:track:2e3z3psAcC3YGN53gQxMil,0.357,0.249,4,-14.27,1,0.0293,0.713,8.64e-05,0.0843,0.23,150.067,audio_features,2e3z3psAcC3YGN53gQxMil,https://api.spotify.com/v1/tracks/2e3z3psAcC3YGN53gQxMil,https://api.spotify.com/v1/audio-analysis/2e3z3psAcC3YGN53gQxMil,158827,4
eaten alive,Diana Ross,spotify:track:79nVIfDeJU9PycV9OPGJS3,0.769,0.837,8,-12.032,1,0.0411,0.232,0.0103,0.9,0.962,128.808,audio_features,79nVIfDeJU9PycV9OPGJS3,https://api.spotify.com/v1/tracks/79nVIfDeJU9PycV9OPGJS3,https://api.spotify.com/v1/audio-analysis/79nVIfDeJU9PycV9OPGJS3,235627,4
gone too soon,Michael Jackson,spotify:track:66mXHPRfAwbnNKnTCNpytj,0.268,0.186,11,-12.736,1,0.0338,0.89,0.00271,0.097,0.118,69.361,audio_features,66mXHPRfAwbnNKnTCNpytj,https://api.spotify.com/v1/tracks/66mXHPRfAwbnNKnTCNpytj,https://api.spotify.com/v1/audio-analysis/66mXHPRfAwbnNKnTCNpytj,201733,3
will you be there - single version,Michael Jackson,spotify:track:36O7qmyKLHpUY6WdWh8M5g,0.413,0.626,6,-6.504,0,0.0735,0.511,0.000338,0.0845,0.435,82.971,audio_features,36O7qmyKLHpUY6WdWh8M5g,https://api.spotify.com/v1/tracks/36O7qmyKLHpUY6WdWh8M5g,https://api.spotify.com/v1/audio-analysis/36O7qmyKLHpUY6WdWh8M5g,220387,4
i just want to make love to you - single version,Etta James,spotify:track:3QnHWkNMY2mpy494Bis0ly,0.642,0.523,3,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,audio_features,3QnHWkNMY2mpy494Bis0ly,https://api.spotify.com/v1/tracks/3QnHWkNMY2mpy494Bis0ly,https://api.spotify.com/v1/audio-analysis/3QnHWkNMY2mpy494Bis0ly,185627,4
something's got a hold on me,Etta James,spotify:track:5hONBZtygw6bwJMA8oTQI9,0.542,0.47,1,-9.157,1,0.0636,0.742,0.0,0.274,0.638,75.192,audio_features,5hONBZtygw6bwJMA8oTQI9,https://api.spotify.com/v1/tracks/5hONBZtygw6bwJMA8oTQI9,https://api.spotify.com/v1/audio-analysis/5hONBZtygw6bwJMA8oTQI9,166080,4
a sunday kind of love,Etta James,spotify:track:0zGLlXbHlrAyBN1x6sY0rb,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,audio_features,0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/tracks/0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/audio-analysis/0zGLlXbHlrAyBN1x6sY0rb,196133,4
